kinase	kinase_group	upregulated_set_hits	upregulated_set_size	downregulated_set_hits	downregulated_set_size	background_set_hits	background_set_size	upregulated_enrichment_value	upregulated_enrichment_value_log2	upregulated_p_value	upregulated_adjusted_p_value	upregulated_p_value_log10_abs	upregulated_adjusted_p_value_log10_abs	downregulated_enrichment_value	downregulated_enrichment_value_log2	downregulated_p_value	downregulated_adjusted_p_value	downregulated_p_value_log10_abs	downregulated_adjusted_p_value_log10_abs	dominant_direction	dominant_enrichment_value	dominant_enrichment_value_log2	dominant_p_value	dominant_adjusted_p_value	dominant_p_value_log10_abs	dominant_adjusted_p_value_log10_abs
TAO3	STE	1	52	0	11	106	5472	0.9927431059506532	-0.010507657818393393	0.7331045067725801	0.7581251384030436	0.13483411065290088	0.12025910250470528	2.346483704974271	1.2305004416854015	0.9999999999996834	1.0000000000301261	1.3751309673052052e-13	1.30836093350113e-11	downregulated set	0.42616959064327486	-1.2305004416854015	0.9999999999996834	1.0000000000301261	1.3751309673052052e-13	1.30836093350113e-11
TAO2	STE	3	52	0	11	68	5472	4.642533936651584	2.2149124562156226	0.028706569008566395	0.2718153252998631	1.5420187110106027	0.5657260608282035	3.6577540106951876	1.8709580549982614	0.9999999999951316	1.0000000000301261	2.1143361867965563e-12	1.30836093350113e-11	upregulated set	4.642533936651584	2.2149124562156226	0.028706569008566395	0.2718153252998631	1.5420187110106027	0.5657260608282035
PAK6	STE	3	52	0	11	178	5472	1.773552290406223	0.8266418664995642	0.24202801974225985	0.5767187058158775	0.6161343525525252	0.239035962060811	1.397344228804903	0.48268746528220285	1.0000000000128824	1.0000000000301261	5.594738662666169e-12	1.30836093350113e-11	upregulated set	1.773552290406223	0.8266418664995642	0.24202801974225985	0.5767187058158775	0.6161343525525252	0.239035962060811
PAK3	STE	5	52	0	11	128	5472	4.110576923076923	2.0393408916321683	0.007876628192741373	0.1353642192542088	2.1036596544230015	0.8684961172906994	1.9431818181818183	0.9584208962486007	1.000000000010024	1.0000000000301261	4.3533599149863404e-12	1.30836093350113e-11	upregulated set	4.110576923076923	2.0393408916321683	0.007876628192741373	0.1353642192542088	2.1036596544230015	0.8684961172906994
PAK2	STE	2	52	0	11	142	5472	1.4821235102925245	0.5676656772401238	0.3949097697082133	0.6390359720381168	0.4035021220804138	0.1944746942391804	1.7516005121638927	0.8086737767439187	1.0000000000003346	1.0000000000301261	1.4532414920955605e-13	1.30836093350113e-11	downregulated set	0.5709064327485379	-0.8086737767439187	1.0000000000003346	1.0000000000301261	1.4532414920955605e-13	1.30836093350113e-11
P90RSK	AGC	5	52	0	11	102	5472	5.158371040723982	2.3669155496606726	0.00313034159634674	0.08622668215391474	2.5044082677846533	1.0643583244405732	2.438502673796792	1.2859955542771053	1.0000000000163778	1.0000000000301261	7.112782960492145e-12	1.30836093350113e-11	upregulated set	5.158371040723982	2.3669155496606726	0.00313034159634674	0.08622668215391474	2.5044082677846533	1.0643583244405732
PAK5	STE	2	52	0	11	139	5472	1.5141117874930825	0.5984717240212983	0.38480939920332446	0.6390359720381168	0.4147543285981416	0.1944746942391804	1.7894048397645521	0.8394798235250932	0.9999999999874783	1.0000000000301261	5.438083665794671e-12	1.30836093350113e-11	downregulated set	0.5588450292397661	-0.8394798235250932	0.9999999999874783	1.0000000000301261	5.438083665794671e-12	1.30836093350113e-11
PAK4	STE	3	52	0	11	174	5472	1.8143236074270557	0.8594318016172335	0.23195006137424035	0.5767187058158775	0.6346055082304107	0.239035962060811	1.4294670846394983	0.5154774003998722	1.0000000000000928	1.0000000000301261	4.030888810192553e-14	1.30836093350113e-11	upregulated set	1.8143236074270557	0.8594318016172335	0.23195006137424035	0.5767187058158775	0.6346055082304107	0.239035962060811
HIPK4	CMGC	2	52	1	11	340	5472	0.6190045248868778	-0.691978139392896	0.36661805158179256	0.6390359720381168	0.4357861550056819	0.1944746942391804	1.463101604278075	0.5490299601108989	0.5068684300209337	1.0000000000301261	0.2951047576909276	1.30836093350113e-11	downregulated set	0.6834795321637427	-0.5490299601108989	0.5068684300209337	1.0000000000301261	0.2951047576909276	1.30836093350113e-11
ASK1	STE	4	52	1	11	245	5472	1.7180533751962324	0.7807748577422351	0.20575782795674058	0.5767187058158775	0.6866436332785242	0.239035962060811	2.030426716141002	1.02178295724603	0.39674253502518714	1.0000000000301261	0.4014912360359214	1.30836093350113e-11	downregulated set	0.4925073099415205	-1.02178295724603	0.39674253502518714	1.0000000000301261	0.4014912360359214	1.30836093350113e-11
MOK	CMGC	0	52	0	11	194	5472	0.2712133227597145	-1.8825000454423222	0.15445621937875148	0.5410779313792312	0.8111945995833694	0.266740179014516	1.2820993439550141	0.358508054061473	0.999999999993938	1.0000000000301261	2.632710416445109e-12	1.30836093350113e-11	downregulated set	0.7799707602339181	-0.358508054061473	0.999999999993938	1.0000000000301261	2.632710416445109e-12	1.30836093350113e-11
HIPK1	CMGC	1	52	0	11	315	5472	0.3340659340659341	-1.581795221642473	0.19282753716180653	0.5767187058158775	0.7148309456227806	0.239035962060811	0.7896103896103897	-0.3407871221386781	0.5212918898666266	1.0000000000301261	0.28291903166912535	1.30836093350113e-11	downregulated set	1.2664473684210527	0.3407871221386781	0.5212918898666266	1.0000000000301261	0.28291903166912535	1.30836093350113e-11
GCK	STE	1	52	0	11	140	5472	0.7516483516483518	-0.4118702202001606	0.6151906008294963	0.6865346309495158	0.21099030851070127	0.1633375507055387	1.7766233766233768	0.8291378793036343	0.9999999999865651	1.0000000000301261	5.834711552793186e-12	1.30836093350113e-11	downregulated set	0.5628654970760233	-0.8291378793036343	0.9999999999865651	1.0000000000301261	5.834711552793186e-12	1.30836093350113e-11
HIPK3	CMGC	2	52	1	11	364	5472	0.5781910397295013	-0.7903818434538906	0.3204334682712303	0.6230929338302585	0.4942621295215837	0.20544717382295896	1.3666333666333665	0.45062625604990425	0.5316276000900289	1.0000000000301261	0.27439248022056667	1.30836093350113e-11	downregulated set	0.7317251461988304	-0.45062625604990425	0.5316276000900289	1.0000000000301261	0.27439248022056667	1.30836093350113e-11
HIPK2	CMGC	1	52	1	11	383	5472	0.27475396665997187	-1.8637877851801516	0.11411667256768432	0.508490467470711	0.9426509000587873	0.2937171842627185	1.2988369333016851	0.3772203143236434	0.5504211052857237	1.0000000000301261	0.2593049219139	1.30836093350113e-11	downregulated set	0.7699195906432749	-0.3772203143236434	0.5504211052857237	1.0000000000301261	0.2593049219139	1.30836093350113e-11
MOS	Other	3	52	1	11	666	5472	0.47401247401247404	-1.0770030696053001	0.10965708630382569	0.5068326205160338	0.9599632979289358	0.29513544103761236	0.7469287469287469	-0.4209574708226616	0.6057432890836378	1.0000000000301261	0.21771138863096665	1.30836093350113e-11	downregulated set	1.3388157894736843	0.4209574708226616	0.6057432890836378	1.0000000000301261	0.21771138863096665	1.30836093350113e-11
SSTK	CAMK	6	52	0	11	295	5472	2.1402868318122557	1.0978041532167584	0.06172634345976869	0.4156240459624425	1.209529448972948	0.38129933424598655	0.8431432973805856	-0.2461502480006029	0.5439398747669605	1.0000000000301261	0.26444910305925995	1.30836093350113e-11	upregulated set	2.1402868318122557	1.0978041532167584	0.06172634345976869	0.4156240459624425	1.209529448972948	0.38129933424598655
CAMK4	CAMK	4	52	0	11	93	5472	4.52605459057072	2.1782539856367746	0.012706308416235535	0.16041714375497362	1.8959806073791903	0.7947492205884914	2.6744868035190614	1.4192620851405693	1.0000000000141709	1.0000000000301261	6.154337891499472e-12	1.30836093350113e-11	upregulated set	4.52605459057072	2.1782539856367746	0.012706308416235535	0.16041714375497362	1.8959806073791903	0.7947492205884914
MEK1	STE	4	52	0	11	264	5472	1.5944055944055946	0.6730186773863525	0.2441328333846202	0.5767187058158775	0.612373808461343	0.239035962060811	0.9421487603305786	-0.08597322310985273	0.5808164464836679	1.0000000000301261	0.23596109458761655	1.30836093350113e-11	upregulated set	1.5944055944055946	0.6730186773863525	0.2441328333846202	0.5767187058158775	0.612373808461343	0.239035962060811
PKN2	AGC	2	52	0	11	23	5472	9.150501672240804	3.193850840687793	0.02270957831247982	0.22841127092915142	1.6437909299926556	0.6412824696837851	10.81422924901186	3.4348589401915883	1.0000000000106186	1.0000000000301261	4.611606810526645e-12	1.30836093350113e-11	downregulated set	0.09247076023391812	-3.4348589401915883	1.0000000000106186	1.0000000000301261	4.611606810526645e-12	1.30836093350113e-11
MEK2	STE	4	52	1	11	209	5472	2.0139860139860137	1.0100536646639227	0.1393085631889307	0.5410779313792312	0.8560221870118053	0.266740179014516	2.3801652892561984	1.251061764167718	0.34947939480628637	1.0000000000301261	0.45657842502768486	1.30836093350113e-11	downregulated set	0.4201388888888889	-1.251061764167718	0.34947939480628637	1.0000000000301261	0.45657842502768486	1.30836093350113e-11
PKN1	AGC	1	52	0	11	59	5472	1.7835723598435465	0.8347697473829646	0.4347857346995003	0.6395201235105361	0.3617247135345081	0.194145785208659	4.215716486902928	2.07577784688676	1.0000000000044404	1.0000000000301261	1.928462067608982e-12	1.30836093350113e-11	downregulated set	0.23720760233918126	-2.07577784688676	1.0000000000044404	1.0000000000301261	1.928462067608982e-12	1.30836093350113e-11
